"ID","NAME","EMAILADDRESS","FAXNUMBER","MOBILEPHONENUMBER","PHONENUMBER","FIRSTNAME","CREATED_BYUSER","CREATED_AT","MODIFIED_BYUSER","MODIFIED_AT"
"1cae0566-addd-4e90-9f3b-c6dce7c920a2","Luengo","supplier-miguel.luengo@compostela.ar","4440238004","91138321089","4440238917","Miguel","changf@itelo.info","2001-02-07T16:09:18","perezcf@itelo.info","2008-12-25T19:02:09"
"15b42c62-5ff5-44be-b20e-e99b86a50691","Cardoso","carla.cardoso@compostela.ar","4440238004","117930759244","1651009847","Carla","john.nicols@itelo.info","2001-12-27T19:09:03","catherine.jones@itelo.info","2002-06-25T12:19:16"
"3d6607fb-c9e5-4ca4-aa2f-ab789f228ebb","Nemours","supplier-isabel.nemours@pateu.fr","6328490004","61126098641","6328490087","Isabel","clark.kent@itelo.info","2001-05-25T04:19:23","john.dash@itelo.info","2002-12-26T13:22:06"
"bc944325-2cdb-40d7-811a-aeb250ca7c6e","Sorain","dominique.sorain@pateu.fr","6328490004","61126098633","6328490082","Dominique","maria.hicks@itelo.info","2001-10-30T23:08:00","perezcf@itelo.info","2012-12-01T12:17:12"
"4858122b-5036-4be4-af86-387f207ec545","Tarassow","supplier-igor.tarassow@retc.ru","4050378004","96884125599","4050378468","Igor","karl.kessler@itelo.info","2001-04-24T08:13:10","anna.lerch@itelo.info","2016-12-31T12:07:15"
"a84d99f2-3804-417f-b895-dc856e08942e","Karaseva","swet.karaseva@retc.ru","4050378004","96884125512","4050378412","Swetlana","changf@itelo.info","2001-08-25T07:21:15","barbara.ingalls@itelo.info","2015-05-26T11:21:20"
"f404c843-55df-4193-90a1-76b310010b7b","Harper","supplier-alexis.harper@flor-hc.com","6065470004","21065470312","6065470312","Alexis","james.smith@itelo.info","2001-03-15T15:11:21","peter.douglas@itelo.info","2015-12-05T12:15:02"
"4e73e8c8-8551-4b51-8efe-f76d2872e3a3","Yale","yale.carolyn@flor-hc.com","6065470004","50791662061","33432584290","Carolyn","al.wallace@itelo.info","2001-05-19T12:10:10","randy.gordon@itelo.info","2003-09-16T18:21:11"
"573f071f-0d78-4240-bca4-0b3af87ef5a5","Alfaro","supplier-c.alfaro@quimica-madrilenos.es","7980023004","629377875","7980023486","Cristal","clark.kent@itelo.info","2001-07-30T00:02:12","kimuray@itelo.info","2008-11-03T15:19:07"
"9bcca0d0-1d1d-46bc-b9db-b6498ea5ad85","Carmena","manuela_carmena@quimica-madrilenos.es","7980023004","629377532","7980023532","Manuela","peter.douglas@itelo.info","2001-08-25T07:21:15","jonathan.east@itelo.info","2009-06-06T19:07:11"
"a38b3b9f-8ed7-45c8-aa49-d14a29c6548b","Janssen","supplier-sven.j@getraenke-janssen.de","3629731004","01529731486","3629731486","Sven","megan.wang@itelo.info","2001-01-11T07:14:18","nora.dwyer@itelo.info","2004-07-31T17:05:02"
"0cd78bb0-2a1a-4792-94bc-434e0632fc7f","Aachen","leah.aachen@getraenke-janssen.de","3629731004","017433486816","08942946478","Leah","clark.kent@itelo.info","2001-09-17T12:00:00","michael.miller@itelo.info","2011-07-30T18:21:11"
"a4a1cb8d-bf7a-4e7f-b885-3878d06b43b5","Kakuji","supplier-yoshiko.kakuji@jateco.jp","3206580004","8010003581","3206580974","Yoshiko","john.smith@itelo.info","2001-11-08T00:23:17","james.smith@itelo.info","2002-02-15T14:05:12"
"291d644c-9368-4cba-8f1e-685c285ce364","Koike","kazuo.koike@jateco.jp","3206580004","8010003523","3206580531","Kazuo","sue.bay@itelo.info","2001-11-06T09:03:10","john.smith@itelo.info","2016-01-27T10:20:19"
"c377a0d6-6155-4c3b-982f-2591ad07e3da","Galasso","supplier-alessio.galasso@tcdr.it","4580963004","34588303001","4580963184","Alessio","changf@itelo.info","2001-03-07T16:12:14","nora.dwyer@itelo.info","2009-06-20T01:15:16"
"1114931f-5ac0-4928-86f7-1c81200c75f4","Bottegoni","lorella.santucci@tcdr.it","4580963004","4467553249","2351073332","Lorella","paul.burke@itelo.info","2001-10-08T04:12:21","viola.gains@itelo.info","2010-11-23T11:11:08"
"41edb81d-0b93-46e4-9610-7ef340ec26ea","Le Mason","supplier-romain.le_mason@verdo.fr","1012697004","642865493","1012697341","Romain","nora.dwyer@itelo.info","2001-04-28T07:01:08","kimuray@itelo.info","2011-01-28T22:09:09"
"48c2828a-c3af-4d64-a0d1-46d46a6506fb","Frati","sebastien.frati@verdo.fr","1012697004","624492267","444228-6270","Sebastien","catherine.jones@itelo.info","2001-04-28T07:01:08","susan.summer@itelo.info","2015-05-26T11:21:20"
"9f148657-fc24-4517-a035-38a468ab6549","Calcagno","supplier-martha.calcagno@dpg.ar","7345697004","91138321194","7345697824","Martha","randy.gordon@itelo.info","2001-10-14T04:15:03","hermann.hecker@itelo.info","2012-07-04T22:19:15"
"3dcc141c-e66d-4a30-999d-859dc4956253","Borio","nicolas.borio@dpg.ar","7345697004","91154191469","1145593331","Nicolas","perezcf@itelo.info","2001-02-03T17:19:07","hermann.hecker@itelo.info","2002-06-25T12:19:16"
"5c27fb40-0cab-4799-a822-5d32b828d548","da Silva","supplier-beatriz.da_silva@brazil-tec.br","469614004","117930811702","469614115","Beatriz","peter.fuchs@itelo.info","2001-06-25T17:02:12","hermann.hecker@itelo.info","2014-10-16T23:17:13"
"148b465a-96fe-4890-ba56-dca3038679f9","Alves","alves.isabelle@brazil-tec.br","469614004","277923902102","1117093497","Isabelle","karl.kessler@itelo.info","2001-09-26T19:16:01","mary.watson@itelo.info","2016-07-19T20:06:21"
"1e9c0d9d-e23d-4d9a-8cb7-56d3719fcff1","Leboeuf","supplier-anthony.lebouef@crtu.ca","6839542004","5145015122","6839542781","Anthony","peter.fuchs@itelo.info","2001-11-20T12:00:10","peter.fuchs@itelo.info","2012-01-28T07:12:15"
"bdc92c5d-6a69-4c89-847e-0b2c59bd5af8","Monty-Demers","pascale.monty-demers@crtu.ca","6839542004","15135157423","15132282099","Pascale","james.smith@itelo.info","2001-08-31T05:18:16","john.dash@itelo.info","2009-05-17T04:19:06"
"85abcfab-562d-4d60-953d-137fc5930e06","Felske","supplier-lisa.felske@jologa.ch","6714954004","792644206","6714954542","Lisa","carol.aranda@itelo.info","2001-03-15T15:11:21","paul.burke@itelo.info","2011-03-07T12:21:00"
"5cf9d31c-fccd-455a-8899-861807db3872","Wegmann","hansjoerg.wegmann@jologa.ch","6714954004","41793032712","41688716735","Hansjoerg","james.smith@itelo.info","2001-07-23T08:11:04","james.field@itelo.info","2011-07-30T18:21:11"
"1c27bb30-2dea-4c50-af79-20af0e10f894","Mason","supplier-jonathan.d.mason@baleda.com","2483693004","2145976761","2483693027","Jonathan","fisher.richard@itelo.info","2001-05-19T12:10:10","susan.summer@itelo.info","2005-05-19T14:00:03"
"c8c464eb-000e-4ca1-80fb-0155d4043eac","Ford","bruce.ford@baleda.com","2483693004","21592075530","98910935630","Bruce","carol.aranda@itelo.info","2001-06-06T05:18:14","sue.bay@itelo.info","2015-12-05T12:15:02"
"cf577bc0-5c52-46d7-bce1-f83a967d1722","Troyat","supplier-amelie.troyat@angere.fr","2094573004","613371485","2094573421","Amelie","frank.brown@itelo.info","2001-04-20T20:06:23","megan.wang@itelo.info","2006-06-10T02:13:02"
"8003456e-8031-428c-978f-64aaa800fd20","Martin","fouad.martin@angere.fr","2094573004","33685126116","33493286325","Fouad","peter.fuchs@itelo.info","2001-01-11T07:14:18","perezcf@itelo.info","2010-05-09T20:02:02"
"553d7026-20d3-4a1f-8b11-8f43a061a7fe","Waltham","supplier-pete_waltham@pc-gym-tec.com","4136278004","3312141512","4136278910","Pete","ngoc@itelo.info","2001-02-05T08:22:12","clark.kent@itelo.info","2016-06-07T04:03:22"
"17e92a0b-ffbc-4bf8-befb-213975d70b51","Creech","sandra.creech@pc-gym-tec.com","4136278004","61855546415","38687695619","Sandra","catherine.jones@itelo.info","2001-06-13T10:03:01","jonathan.east@itelo.info","2009-05-17T04:19:06"
"66de075d-1b4b-4b0a-aac3-a1503dc1d2b7","Toshiro","supplier-ryu.toshiro@jip.jp","3540671004","9055534479","3540671320","Ryu","al.wallace@itelo.info","2001-08-23T17:14:15","frank.brown@itelo.info","2017-07-18T00:05:02"
"375aec60-4eb3-4db6-8ed5-fb63ba4e4dfb","Hen","wenyun.hen@jip.jp","3540671004","818080676003","3540671323","Wenyun","fisher.richard@itelo.info","2001-09-15T01:22:00","nora.dwyer@itelo.info","2006-10-23T20:12:13"
"2505a8a5-7025-4039-aa76-155cc09240b6","Lopez","supplier-jose-lopez@en-ar.ar","7315064004","91138321172","7315064077","Jose","rudolf.platte@itelo.info","2001-07-30T00:02:12","changf@itelo.info","2016-01-27T10:20:19"
"36beb5dc-8483-4140-9446-c4530082d468","Guetta","melisa.guetta@en-ar.ar","7315064004","91138441232","1148923058","Melisa","barbara.ingalls@itelo.info","2001-03-05T20:03:17","john.nicols@itelo.info","2013-10-10T12:20:02"
"e6d11abe-e1c4-478f-aaa3-1027102dc538","Lawla","supplier-dahoma.lawla@agadc.co.za","4381762004","734472882","4381762683","Dahoma","anna.lerch@itelo.info","2001-12-25T20:21:21","catherine.jones@itelo.info","2003-02-07T00:16:10"
"57e0a072-df83-4412-bbb3-0a57b937ec29","Van Der Walt","nonkululeko.van.der.walt@agadc.co.za","4381762004","27824657926","27114356142","Nonkululeko","frank.brown@itelo.info","2001-09-13T13:02:16","randy.gordon@itelo.info","2002-01-04T13:07:16"
"abd9bd84-6a90-488f-ab5b-92d6bcfa4a21","Parker","supplier-jefferson.parker@pico-bit.com","9703586004","21581526401","9703586412","Jefferson","john.dash@itelo.info","2001-03-06T14:21:18","john.dash@itelo.info","2010-06-24T11:08:13"
"3461dc2c-80f1-40d9-bca3-a376a4b82e61","Gallion","steve.gallion@pico-bit.com","9703586004","20575430672","25243729678","Steve","paul.burke@itelo.info","2001-03-06T14:21:18","peter.fuchs@itelo.info","2008-04-26T23:04:15"
"37aaac02-a485-4dd6-88b2-5831d1a042d0","Flaig","supplier-tamara.flaig@brl-ag.de","6843585004","015567833882","6843585642","Tamara","viola.gains@itelo.info","2001-04-25T05:06:10","susan.summer@itelo.info","2005-06-04T08:10:12"
"2dd3e14d-29ff-4837-8fd5-d56fd51db2e8","Fleischer","lukas.fleischer@brl-ag.de","6843585004","015034318581","6843585665","Lukas","michael.miller@itelo.info","2001-07-30T00:02:12","kimuray@itelo.info","2006-03-21T22:18:12"
"c932f728-f9cc-4e1f-a493-bc9018ed0996","Kapoor","supplier-sunita-kapoor@it-trade.in","4203876004","3125506947","4203876954","Sunita","john.smith@itelo.info","2001-01-16T07:18:06","catherine.jones@itelo.info","2004-10-20T09:14:22"
"712e6dc7-1ce5-41ff-98a1-a5f52c791a43","Shah","rayan.shah@it-trade.in","4203876004","919868169167","919026334553","Rayan","anna.lerch@itelo.info","2001-12-27T19:09:03","hermann.hecker@itelo.info","2006-01-27T14:17:02"
"0d34126e-922d-4eb1-b591-6b1ca121b7b0","Lewandowski","supplier-pawel-lewandoski@catf.pl","8367920004","505107953","8367920106","Pawel","james.smith@itelo.info","2001-06-25T17:02:12","fisher.richard@itelo.info","2012-01-28T07:12:15"
"989c3d9f-598a-4635-884b-c6f6ae9a7ba8","Jezienicki","michaljezienicki@catf.pl","8367920004","48506201882","48226415728","Michal","nora.dwyer@itelo.info","2001-04-25T05:06:10","kimuray@itelo.info","2008-11-03T15:19:07"
"a3812b6f-d44e-4299-a146-71e4d15d5548","Campillo","supplier-laura.campillo@saitc.ar","1438907004","91138321138","1438907230","Laura","franco.fall@itelo.info","2001-04-20T20:06:23","walter.winter@itelo.info","2007-04-06T01:20:14"
"02dcabf1-a68f-4490-81cb-615c88d79989","Ferrero","guillermo.ferrero@saitc.ar","1438907004","91154322000","1148943120","Guillermo","sally.spring@itelo.info","2001-12-27T19:09:03","franco.fall@itelo.info","2010-02-06T22:11:20"
"d8ff429f-3ad2-4c34-a051-e3a9254c8d6e","Si","supplier-jian.si@siwusha.cn","7412697004","6479751078","7412697340","Jian","walter.winter@itelo.info","2001-07-14T09:07:04","hermann.hecker@itelo.info","2002-01-04T13:07:16"
"9ab413e3-522d-4f83-b576-972f79daf265","Shi","will.shi@siwusha.cn","7412697004","15150021398","02161045755","Will","susan.summer@itelo.info","2001-04-02T20:12:12","frank.brown@itelo.info","2008-05-03T13:20:18"
"84e3be33-4011-41b5-8ef8-dfb500667d5e","Christensen","supplier-frederik.christensen@dftc.dk","3102050004","29233248","3102050749","Frederik","ngoc@itelo.info","2001-12-27T19:09:03","hermann.hecker@itelo.info","2008-11-03T15:19:07"
"5519622b-4fc3-4d78-8dc5-6aae817bd2fb","Hojby","charlotte.hojby@dftc.dk","3102050004","529263510","39123312","Charlotte","james.field@itelo.info","2001-03-06T14:21:18","frank.brown@itelo.info","2008-04-26T23:04:15"
"a1dca4d7-a5f9-4873-b29a-0d244768fd9e","Schmidt","supplier-mirjam.schmidt@sorali.de","3102050004","01602050749","3102050749","Mirjam","maria.hicks@itelo.info","2001-03-06T08:04:19","maria.hicks@itelo.info","2009-01-08T08:08:16"
"cbd86966-d431-49a4-b126-125095b3e6c4","Cole","klaus.cole@sorali.de","3102050004","016336334785","0655315658392","Klaus","al.wallace@itelo.info","2001-12-16T22:20:15","karl.kessler@itelo.info","2006-09-03T17:20:18"
